Full Name,FIRST,LAST,NICKNAME,HT.,Height_FT,Height_INCH,Height_CM,WT.,WEIGHT_LB,WEIGHT_KG,REACH,REACH_INCH,STANCE,W,L,D,BELT,GENDER,DIVISION
Philip De Fries,Philip,De Fries,,"6' 5""",6,5,195.58,250 lbs.,250,113.398,"82.0""",82,Orthodox,9,3,0,,M,Heavyweight
Philip Perez,Philip,Perez,,"5' 5""",5,5,165.1,155 lbs.,155,70.30676,--,0,Southpaw,7,5,1,,M,Lightweight
Philip Preece,Philip,Preece,,"5' 8""",5,8,172.72,205 lbs.,205,92.98636,--,0,Orthodox,10,14,0,,M,Light Heavyweight
Philipe Lins,Philipe,Lins,Monstro,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,n/a,9,1,0,,M,Light Heavyweight
Phillip Miller,Phillip,Miller,,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,Orthodox,16,0,0,,M,Middleweight
Phillipe Nover,Phillipe,Nover,The Filipino Assassin,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,"72.0""",72,Orthodox,12,6,1,,M,Featherweight
Piotr Hallmann,Piotr,Hallmann,Pletwal,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"71.0""",71,Orthodox,15,5,0,,M,Lightweight
Pro Escobedo,Pro,Escobedo,,--,0,0,0,205 lbs.,205,92.98636,--,0,n/a,1,0,0,,M,Light Heavyweight
Quinn Mulhern,Quinn,Mulhern,,"6' 3""",6,3,190.5,155 lbs.,155,70.30676,"76.0""",76,Orthodox,18,4,0,,M,Lightweight
Rafael Carino,Rafael,Carino,,"6' 8""",6,8,203.2,245 lbs.,245,111.13004,--,0,Orthodox,2,1,1,,M,Heavyweight
Rafael Carvalho,Rafael,Carvalho,,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,--,0,n/a,12,1,0,,M,Middleweight
Rafael Dias,Rafael,Dias,,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,--,0,Orthodox,15,8,2,,M,Featherweight
Rafael Dos Anjos,Rafael,Dos Anjos,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,"70.0""",70,Orthodox,25,7,0,,M,Lightweight
Rafael Feijao,Rafael,Feijao,Feijao,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"73.0""",73,Orthodox,12,7,0,,M,Light Heavyweight
Rafael Freitas,Rafael,Freitas,Capoeira,--,0,0,0,205 lbs.,205,92.98636,--,0,Orthodox,4,6,0,,M,Light Heavyweight
Rafael Natal,Rafael,Natal,Sapo,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"76.0""",76,Orthodox,21,6,1,,M,Middleweight
Rafael Rebello,Rafael,Rebello,Rafinha,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"67.0""",67,Orthodox,7,4,0,,M,Bantamweight
Rafael Rios,Rafael,Rios,,--,0,0,0,150 lbs.,150,68.0388,--,0,n/a,3,2,0,,M,Lightweight
Rafael Silva,Rafael,Silva,Morcego,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,--,0,n/a,22,5,0,,M,Bantamweight
Rafaello Oliveira,Rafaello,Oliveira,Tractor,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,"71.0""",71,Orthodox,15,7,0,,M,Lightweight
Rainy Martinez,Rainy,Martinez,,"6' 0""",6,0,182.88,199 lbs.,199,90.264808,--,0,Orthodox,0,2,0,,M,Light Heavyweight
Raja Shippen,Raja,Shippen,,"5' 6""",5,6,167.64,145 lbs.,145,65.77084,--,0,n/a,14,9,0,,M,Featherweight
Ralek Gracie,Ralek,Gracie,,"6' 2""",6,2,187.96,210 lbs.,210,95.25432,--,0,Orthodox,3,0,0,,M,Heavyweight
Ralph Dillon,Ralph,Dillon,Rage,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,Orthodox,0,1,1,,M,Light Heavyweight
Ralph Gracie,Ralph,Gracie,,"5' 9""",5,9,175.26,183 lbs.,183,83.007336,--,0,Orthodox,6,1,0,,M,Middleweight
Rameau Thierry Sokoudjou,Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",5,10,177.8,205 lbs.,205,92.98636,"78.0""",78,Orthodox,12,10,0,,M,Light Heavyweight
Ramiro Hernandez,Ramiro,Hernandez,Hot Handed,"5' 9""",5,9,175.26,135 lbs.,135,61.23492,"69.0""",69,Orthodox,14,6,0,,M,Bantamweight
Rampage Jackson,Rampage,Jackson,Rampage,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"73.0""",73,Orthodox,36,11,0,,M,Light Heavyweight
Ramsey Nijem,Ramsey,Nijem,,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,"75.0""",75,Orthodox,10,6,0,,M,Lightweight
Randa Markos,Randa,Markos,Quiet Storm,"5' 4""",5,4,162.56,115 lbs.,115,52.16308,"63.0""",63,n/a,5,4,0,,F,Strawweight
Randy Brown,Randy,Brown,Rudeboy,"6' 3""",6,3,190.5,170 lbs.,170,77.11064,"78.0""",78,Orthodox,7,1,0,,M,Welterweight
Randy Couture,Randy,Couture,The Natural,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"75.0""",75,Orthodox,19,11,0,,M,Light Heavyweight
Rani Yahya,Rani,Yahya,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"67.0""",67,Orthodox,21,8,0,,M,Bantamweight
Raou Raou,Raou,Raou,,"5' 8""",5,8,172.72,195 lbs.,195,88.45044,--,0,Orthodox,0,1,0,,M,Light Heavyweight
Raphael Assuncao,Raphael,Assuncao,,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"66.0""",66,Orthodox,23,4,0,,M,Bantamweight
Raphael Butler,Raphael,Butler,The Silencer,"6' 3""",6,3,190.5,261 lbs.,261,118.387512,--,0,n/a,9,2,1,,M,Heavyweight
Raquel Pa'aluhi,Raquel,Pa'aluhi,Rocky,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,--,0,n/a,3,4,0,,F,Bantamweight
Raquel Pennington,Raquel,Pennington,Rocky,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"67.0""",67,Orthodox,7,6,0,,F,Bantamweight
Rashad Coulter,Rashad,Coulter,,"6' 0""",6,0,182.88,225 lbs.,225,102.0582,--,0,n/a,5,1,0,,M,Heavyweight
Rashad Evans,Rashad,Evans,Suga,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,"75.0""",75,Orthodox,24,4,1,,M,Light Heavyweight
Rashard Lovelace,Rashard,Lovelace,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,2,0,0,,M,Lightweight
Rashid Magomedov,Rashid,Magomedov,Goratz,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"70.0""",70,Orthodox,19,1,0,,M,Lightweight
Raul Castillo,Raul,Castillo,,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,Orthodox,6,1,0,,M,Middleweight
Raul Sandoval,Raul,Sandoval,,--,0,0,0,130 lbs.,130,58.96696,--,0,n/a,3,3,0,,M,Bantamweight
Ray Borg,Ray,Borg,The Tazmexican Devil,"5' 4""",5,4,162.56,125 lbs.,125,56.699,"63.0""",63,Orthodox,9,2,0,,M,Flyweight
Ray Perales,Ray,Perales,Relentless,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Orthodox,13,22,0,,M,Welterweight
Ray Routh,Ray,Routh,,"5' 8""",5,8,172.72,185 lbs.,185,83.91452,--,0,Orthodox,2,1,0,,M,Middleweight
Ray Sefo,Ray,Sefo,Sugarfoot,"6' 0""",6,0,182.88,240 lbs.,240,108.86208,--,0,Orthodox,2,1,0,,M,Heavyweight
Ray Seraille,Ray,Seraille,,"6' 3""",6,3,190.5,246 lbs.,246,111.583632,--,0,n/a,8,9,0,,M,Heavyweight
Ray Sloan,Ray,Sloan,,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,n/a,8,1,0,,M,Light Heavyweight
Ray Steinbeiss,Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,Orthodox,14,7,0,,M,Welterweight
Ray Wizard,Ray,Wizard,,--,0,0,0,--,0,0,--,0,n/a,0,1,0,,M,n/a
Raymond Daniels,Raymond,Daniels,,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,--,0,Southpaw,0,1,0,,M,Middleweight
Razak Al-Hassan,Razak,Al-Hassan,,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,Orthodox,11,5,0,,M,Light Heavyweight
Reese Andy,Reese,Andy,Riptide,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,--,0,Orthodox,7,3,0,,M,Light Heavyweight
Reginaldo Vieira,Reginaldo,Vieira,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"65.0""",65,n/a,14,3,0,,M,Bantamweight
Remco Pardoel,Remco,Pardoel,Grizzly,"6' 3""",6,3,190.5,260 lbs.,260,117.93392,--,0,Southpaw,9,6,1,,M,Heavyweight
Remo Cardarelli,Remo,Cardarelli,,--,0,0,0,135 lbs.,135,61.23492,--,0,n/a,5,2,0,,M,Bantamweight
Renan Barao,Renan,Barao,The Baron,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"70.0""",70,Orthodox,35,3,0,,M,Bantamweight
Renato Moicano,Renato,Moicano,Moicano,"5' 11""",5,11,180.34,145 lbs.,145,65.77084,"72.0""",72,Orthodox,9,0,1,,M,Featherweight
Renato Sobral,Renato,Sobral,Babalu,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"75.0""",75,Orthodox,36,9,0,,M,Light Heavyweight
Renato Verissimo,Renato,Verissimo,Charuto,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,--,0,Orthodox,7,5,0,,M,Welterweight
Rene Kronvold,Rene,Kronvold,,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,Orthodox,5,1,0,,M,Welterweight
Renee Forte,Renee,Forte,,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,"71.0""",71,Orthodox,8,4,0,,M,Lightweight
Renzo Gracie,Renzo,Gracie,,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Orthodox,14,6,1,,M,Middleweight
Reuben Duran,Reuben,Duran,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"69.0""",69,Orthodox,8,5,1,,M,Bantamweight
Rex Holman,Rex,Holman,Big Dog,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,--,0,Southpaw,4,2,0,,M,Light Heavyweight
Rex Richards,Rex,Richards,,"6' 5""",6,5,195.58,265 lbs.,265,120.20188,--,0,n/a,7,2,0,,M,Heavyweight
Reynaldo Trujillo,Reynaldo,Trujillo,The Truth,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,n/a,8,7,0,,M,Lightweight
Reza Madadi,Reza,Madadi,Mad Dog,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,"72.0""",72,Orthodox,13,4,0,,M,Lightweight
Reza Nasri,Reza,Nasri,,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,Orthodox,2,1,0,,M,Light Heavyweight
Rhadi Ferguson,Rhadi,Ferguson,,"5' 7""",5,7,170.18,205 lbs.,205,92.98636,--,0,n/a,3,0,0,,M,Light Heavyweight
Ricardo Abreu,Ricardo,Abreu,Demente,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,"73.0""",73,Orthodox,5,3,0,,M,Middleweight
Ricardo Almeida,Ricardo,Almeida,Big Dog,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"74.0""",74,Orthodox,13,5,0,,M,Welterweight
Ricardo Arona,Ricardo,Arona,The Brazilian Tiger,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,Orthodox,14,5,0,,M,Light Heavyweight
Ricardo Barros,Ricardo,Barros,,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,n/a,2,2,0,,M,Light Heavyweight
Ricardo Funch,Ricardo,Funch,Golden Boy,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"76.0""",76,Southpaw,8,4,0,,M,Welterweight
Ricardo Lamas,Ricardo,Lamas,The Bully,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"71.0""",71,Orthodox,16,4,0,,M,Featherweight
Ricardo Morais,Ricardo,Morais,The Mutant,"6' 8""",6,8,203.2,270 lbs.,270,122.46984,--,0,Orthodox,10,4,1,,M,Super Heavyweight
Ricardo Romero,Ricardo,Romero,,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,"76.0""",76,Orthodox,11,3,0,,M,Light Heavyweight
Ricco Rodriguez,Ricco,Rodriguez,Suave,"6' 4""",6,4,193.04,265 lbs.,265,120.20188,--,0,Orthodox,47,13,0,,M,Heavyweight
Rich Attonito,Rich,Attonito,The Raging Bull,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"72.0""",72,Orthodox,10,5,0,,M,Welterweight
Rich Bouphanouvong,Rich,Bouphanouvong,,"5' 7""",5,7,170.18,170 lbs.,170,77.11064,--,0,n/a,1,4,0,,M,Welterweight
Rich Clementi,Rich,Clementi,No Love,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"72.0""",72,Southpaw,40,20,1,,M,Lightweight
Rich Franklin,Rich,Franklin,Ace,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"75.0""",75,Southpaw,29,7,0,,M,Middleweight
Richard Crunkilton,Richard,Crunkilton,Cleat,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,Orthodox,19,3,0,,M,Lightweight
Richard Dalton,Richard,Dalton,,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,Orthodox,4,3,1,,M,Light Heavyweight
Richard Odoms,Richard,Odoms,The Black Eagle,"6' 5""",6,5,195.58,265 lbs.,265,120.20188,"82.0""",82,Orthodox,8,1,0,,M,Heavyweight
Richard Walsh,Richard,Walsh,Filthy Rich,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"73.0""",73,n/a,9,5,0,,M,Welterweight
Richardson Moreira,Richardson,Moreira,Rick Monstro,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,"72.0""",72,Orthodox,7,4,0,,M,Middleweight
Richie Hightower,Richie,Hightower,The Dirty Samurai,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,Orthodox,8,4,0,,M,Welterweight
Richie Vaculik,Richie,Vaculik,Vas,"5' 6""",5,6,167.64,125 lbs.,125,56.699,"69.0""",69,Orthodox,10,5,0,,M,Flyweight
Rick Davis,Rick,Davis,The Flying Squirrel,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,Orthodox,3,1,1,,M,Lightweight
Rick Roufus,Rick,Roufus,,"6' 0""",6,0,182.88,207 lbs.,207,93.893544,--,0,Southpaw,4,6,0,,M,Heavyweight
Rick Story,Rick,Story,The Horror,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,"71.0""",71,Southpaw,18,8,0,,M,Welterweight
Rickson Gracie,Rickson,Gracie,,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Switch,11,0,0,,M,Middleweight
Ricky Johnson,Ricky,Johnson,,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,--,0,Orthodox,5,4,0,,M,Featherweight
Ricky Legere Jr.,Ricky,Legere Jr.,IE Bad Boy,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,n/a,14,4,0,,M,Welterweight
Ricky Rainey,Ricky,Rainey,The Sniper,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,--,0,n/a,11,4,0,,M,Welterweight
Rico Altamirano,Rico,Altamirano,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,n/a,3,2,0,,M,Welterweight
Riki Fukuda,Riki,Fukuda,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"73.0""",73,Southpaw,19,7,0,,M,Middleweight
Rin Nakai,Rin,Nakai,,"5' 1""",5,1,154.94,135 lbs.,135,61.23492,"60.0""",60,Orthodox,16,2,1,,F,Bantamweight
RJ Clifford,RJ,Clifford,,--,0,0,0,160 lbs.,160,72.57472,--,0,n/a,3,2,0,,M,Welterweight
Roan Carneiro,Roan,Carneiro,Jucao,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,"74.0""",74,Orthodox,20,10,0,,M,Middleweight
Rob Broughton,Rob,Broughton,The Bear,"6' 2""",6,2,187.96,265 lbs.,265,120.20188,"74.0""",74,n/a,15,7,1,,M,Heavyweight
Rob Font,Rob,Font,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"71.0""",71,Orthodox,12,1,0,,M,Bantamweight
Rob Kimmons,Rob,Kimmons,The Rosedale Reaper,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,"73.0""",73,Orthodox,24,8,0,,M,Middleweight
Rob MacDonald,Rob,MacDonald,Maximus,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,"78.0""",78,Orthodox,5,4,0,,M,Light Heavyweight
Rob McCullough,Rob,McCullough,Razor,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"69.0""",69,Orthodox,19,8,0,,M,Lightweight
Rob Sinclair,Rob,Sinclair,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,n/a,12,3,0,,M,Lightweight
Rob Yundt,Rob,Yundt,Monster,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,--,0,Orthodox,9,4,0,,M,Middleweight
Robbie Lawler,Robbie,Lawler,Ruthless,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"74.0""",74,Southpaw,27,10,0,,M,Welterweight
Robert Drysdale,Robert,Drysdale,,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,"78.0""",78,Orthodox,6,0,0,,M,Light Heavyweight
Robert Emerson,Robert,Emerson,The Saint,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"70.0""",70,Orthodox,11,10,0,,M,Lightweight
Robert Lucarelli,Robert,Lucarelli,,"6' 2""",6,2,187.96,245 lbs.,245,111.13004,--,0,n/a,0,1,0,,M,Heavyweight
Robert Peralta,Robert,Peralta,Problems,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"71.0""",71,Orthodox,18,6,0,,M,Featherweight
Robert Whiteford,Robert,Whiteford,The Hammer,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,"69.0""",69,Southpaw,12,4,0,,M,Featherweight
Robert Whittaker,Robert,Whittaker,The Reaper,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"73.0""",73,Orthodox,16,4,0,,M,Middleweight
Roberta Rovel,Roberta,Rovel,Crusher,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,--,0,n/a,4,1,0,,F,Featherweight
Roberto Traven,Roberto,Traven,Spider,"6' 3""",6,3,190.5,227 lbs.,227,102.965384,--,0,Orthodox,6,4,1,,M,Heavyweight
Rocky Lee,Rocky,Lee,,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,"68.0""",68,Orthodox,3,2,0,,M,Featherweight
Rocky Long,Rocky,Long,,--,0,0,0,145 lbs.,145,65.77084,--,0,n/a,19,27,1,,M,Featherweight
Rodney Faverus,Rodney,Faverus,,"6' 0""",6,0,182.88,215 lbs.,215,97.52228,--,0,Southpaw,25,19,3,,M,Heavyweight
Rodney Wallace,Rodney,Wallace,Shonuff the Master,"5' 9""",5,9,175.26,205 lbs.,205,92.98636,"72.0""",72,Switch,11,4,0,,M,Light Heavyweight
Rodolfo Marques Diniz,Rodolfo Marques,Diniz,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,--,0,n/a,14,1,1,,M,Bantamweight
Rodolfo Rubio,Rodolfo,Rubio,Fito,"5' 5""",5,5,165.1,145 lbs.,145,65.77084,"66.0""",66,Orthodox,12,8,0,,M,Featherweight
Rodrigo Damm,Rodrigo,Damm,,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,"71.0""",71,Orthodox,12,9,0,,M,Lightweight
Rodrigo Goiana de Lima,Rodrigo,Goiana de Lima,Monstro,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,"75.0""",75,Orthodox,8,3,1,,M,Lightweight
Rodrigo Gracie,Rodrigo,Gracie,,"6' 0""",6,0,182.88,183 lbs.,183,83.007336,--,0,Orthodox,6,2,1,,M,Middleweight
Rodrigo Gripp de Sousa,Rodrigo,Gripp de Sousa,Riscado,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,Orthodox,7,9,0,,M,Light Heavyweight
Rodrigo Ruas,Rodrigo,Ruas,,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Orthodox,4,5,1,,M,Middleweight
Roger Bowling,Roger,Bowling,Relentless,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"68.0""",68,Orthodox,11,5,0,,M,Lightweight
Roger Carroll,Roger,Carroll,The Leprechaun,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,n/a,16,12,0,,M,Welterweight
Roger Gracie,Roger,Gracie,,"6' 4""",6,4,193.04,185 lbs.,185,83.91452,"79.0""",79,Orthodox,6,2,0,,M,Middleweight
Roger Hollett,Roger,Hollett,The Hulk,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,"70.0""",70,Orthodox,13,5,0,,M,Light Heavyweight
Roger Huerta,Roger,Huerta,El Matador,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"70.0""",70,Orthodox,21,5,1,,M,Lightweight
Roger Narvaez,Roger,Narvaez,Silverback,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,"79.0""",79,Southpaw,7,2,0,,M,Middleweight
Roger Zapata,Roger,Zapata,Viva,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"74.0""",74,Southpaw,4,3,0,,M,Welterweight
Roland Delorme,Roland,Delorme,,"5' 9""",5,9,175.26,135 lbs.,135,61.23492,"71.0""",71,Orthodox,9,4,0,,M,Bantamweight
Roland Payne,Roland,Payne,,"5' 9""",5,9,175.26,205 lbs.,205,92.98636,--,0,Orthodox,0,1,0,,M,Light Heavyweight
Rolando Delgado,Rolando,Delgado,Roli,"6' 3""",6,3,190.5,155 lbs.,155,70.30676,"77.0""",77,Orthodox,11,5,1,,M,Lightweight
Rolando Perez,Rolando,Perez,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,--,0,Orthodox,6,5,2,,M,Bantamweight
Roldan Sangcha-an,Roldan,Sangcha-an,The Executioner,"5' 4""",5,4,162.56,125 lbs.,125,56.699,"65.0""",65,Orthodox,4,2,0,,M,Flyweight
Rolles Gracie,Rolles,Gracie,,"6' 4""",6,4,193.04,242 lbs.,242,109.769264,--,0,Orthodox,5,1,0,,M,Heavyweight
Roman Mitichyan,Roman,Mitichyan,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Orthodox,7,3,0,,M,Welterweight
Roman Salazar,Roman,Salazar,El Gallito,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"67.0""",67,Orthodox,9,4,0,,M,Bantamweight
Roman Zentsov,Roman,Zentsov,The Russian Hammer,"6' 1""",6,1,185.42,230 lbs.,230,104.32616,--,0,Orthodox,18,13,0,,M,Heavyweight
Romie Aram,Romie,Aram,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Orthodox,7,1,0,,M,Welterweight
Ron Faircloth,Ron,Faircloth,,"5' 9""",5,9,175.26,205 lbs.,205,92.98636,--,0,Orthodox,33,20,0,,M,Light Heavyweight
Ron Fields,Ron,Fields,Killing,"6' 2""",6,2,187.96,200 lbs.,200,90.7184,--,0,Orthodox,25,30,1,,M,Light Heavyweight
Ron Henderson,Ron,Henderson,,"5' 10""",5,10,177.8,125 lbs.,125,56.699,--,0,n/a,3,1,0,,M,Flyweight
Ron Keslar,Ron,Keslar,,--,0,0,0,185 lbs.,185,83.91452,--,0,n/a,7,3,0,,M,Middleweight
Ron Sparks,Ron,Sparks,The Monster,"6' 5""",6,5,195.58,265 lbs.,265,120.20188,--,0,n/a,8,1,0,,M,Heavyweight
Ron Stallings,Ron,Stallings,The Choir Boy,"6' 2""",6,2,187.96,170 lbs.,170,77.11064,"75.0""",75,Southpaw,13,8,0,,M,Welterweight
Ron van Clief,Ron,van Clief,The Black Dragon,"5' 10""",5,10,177.8,190 lbs.,190,86.18248,--,0,Orthodox,0,1,0,,M,Light Heavyweight
Ron Waterman,Ron,Waterman,H20,"6' 2""",6,2,187.96,280 lbs.,280,127.00576,--,0,Orthodox,16,6,2,,M,Super Heavyweight
Ronald Carillo,Ronald,Carillo,,--,0,0,0,125 lbs.,125,56.699,--,0,n/a,2,1,0,,M,Flyweight
Ronald Jhun,Ronald,Jhun,The Machine Gun,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,Orthodox,24,24,2,,M,Welterweight
Ronaldo Souza,Ronaldo,Souza,Jacare,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"72.0""",72,Orthodox,22,4,0,,M,Middleweight
Ronda Rousey,Ronda,Rousey,Rowdy,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"68.0""",68,Orthodox,12,1,0,,F,Bantamweight
Ronny Markes,Ronny,Markes,,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"75.0""",75,Orthodox,14,3,0,,M,Middleweight
Rony Mariano Bezerra,Rony,Mariano Bezerra,Jason,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,"70.0""",70,Orthodox,15,5,0,,M,Featherweight
Rony Sefo,Rony,Sefo,,"5' 9""",5,9,175.26,225 lbs.,225,102.0582,--,0,Orthodox,0,2,0,,M,Heavyweight
Ronys Torres,Ronys,Torres,,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,Orthodox,22,4,0,,M,Lightweight
Rory MacDonald,Rory,MacDonald,Red King,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"76.0""",76,Orthodox,18,3,0,,M,Welterweight
Rory Markham,Rory,Markham,,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"71.0""",71,Orthodox,16,6,0,,M,Welterweight
Rory Singer,Rory,Singer,Outburst,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,"77.0""",77,Orthodox,11,9,0,,M,Middleweight
Rose Namajunas,Rose,Namajunas,Thug,"5' 5""",5,5,165.1,115 lbs.,115,52.16308,"65.0""",65,n/a,5,2,0,,F,Strawweight
Roshaun Jones,Roshaun,Jones,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,--,0,n/a,2,4,0,,M,Bantamweight
Rosi Sexton,Rosi,Sexton,The Surgeon,"5' 3""",5,3,160.02,135 lbs.,135,61.23492,"63.0""",63,Orthodox,13,4,0,,F,Bantamweight
Ross Ebanez,Ross,Ebanez,The Boss,"5' 9""",5,9,175.26,154 lbs.,154,69.853168,--,0,Southpaw,20,8,0,,M,Lightweight
Ross Pearson,Ross,Pearson,The Real Deal,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,"69.0""",69,Orthodox,21,10,0,,M,Lightweight
Ross Pointon,Ross,Pointon,The Gladiator,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,Orthodox,6,13,0,,M,Welterweight
Rousimar Palhares,Rousimar,Palhares,Toquinho,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,"71.0""",71,Orthodox,24,5,0,,M,Welterweight
Roxanne Modafferi,Roxanne,Modafferi,The Happy Warrior,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,--,0,n/a,15,11,0,,F,Bantamweight
Roy Boughton,Roy,Boughton,Black Dynamite,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,--,0,n/a,12,5,0,,M,Light Heavyweight
Roy Jones,Roy,Jones,,--,0,0,0,205 lbs.,205,92.98636,--,0,n/a,6,2,0,,M,Light Heavyweight
